"","Aural Anomalies","Cerebral Anomalies","Ciliopathy","Coronary and Vascular Anomalies","Digestive Anomalies","Facial Anomalies","Hormonal Anomalies","Liver Anomalies","Nasal Anomalies","Neural Anomalies","Ophthalmic Anomalies","Organ Anomalies","Others","Renal Anomalies","Reproductive Anomalies","Respiratory Anomalies","Skeletal Anomalies","type_ciliopathy","Human.Gene.Name","Subcellular.Localization"
"443","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","DHX38","0"
"444","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","AHR","0"
"445","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","KIAA1549","1"
"446","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RPE65","2"
"447","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RP1L1","1"
"448","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","KIF3B","1"
"449","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","IDH3A","0"
"450","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","IMPG1","2"
"451","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","CEP290","1"
"452","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","CEP83","1"
"453","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","BBS1","1"
"454","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","CFAP20","1"
"455","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","ATXN1","0"
"456","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","ATXN2","0"
"457","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","SPTBN2","0"
"458","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","CACNA1A","0"
"459","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","ATXN7","1"
"460","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","ATXN8","2"
"461","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","ATXN10","1"
"462","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","TTBK2","1"
"463","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","PPP2R2B","0"
"464","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","KCNC3","1"
"465","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","PRKCG","2"
"466","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","ITPR1","0"
"467","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","TBP","0"
"468","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","KCND3","2"
"469","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","TMEM240","2"
"470","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","PDYN","2"
"471","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","eEF2","0"
"472","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","FGF14","0"
"473","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","AFG3L2","0"
"474","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","ITPR1","0"
"475","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","BEAN1","0"
"476","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","ELOVL4","2"
"477","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","TGM6","2"
"478","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","NOP56","0"
"479","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","DAB1","0"
"480","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","ELOVL5","0"
"481","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","CCDC88C","0"
"482","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","TRPC3","2"
"483","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","CACNA1G","2"
"484","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","MME","2"
"485","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","GRM1","0"
"486","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","FAT2","2"
"487","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","PLD3","0"
"488","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","PUM1","0"
"489","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","STUB1","0"
"490","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","TDP1","0"
"491","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","Setx","0"
"492","1","1","spinocerebellar.ataxia","0","1","0","0","0","0","1","1","0","1","0","0","0","1","Secondary","COA7","0"
"493","0","0","simpson.golabi.behmel.syndrome","1","0","1","0","0","1","0","0","0","1","0","0","0","1","Secondary","GPC3","0"
"494","0","0","simpson.golabi.behmel.syndrome","1","0","1","0","0","1","0","0","0","1","0","0","0","1","Secondary","OFD1","1"
"495","0","1","short.stature..onychodysplasia..facial.dysmorphism..and.hypotrichosis","0","0","1","1","0","0","0","1","1","0","0","1","0","1","Secondary","POC1A","2"
"496","0","0","star.syndrome","1","0","1","1","0","0","0","1","0","1","1","1","0","1","Secondary","CCNQ","0"
"497","1","0","townes.brocks.syndrome","0","1","0","0","0","0","1","1","0","1","0","1","0","0","Secondary","SALL1","0"
"498","1","0","townes.brocks.syndrome","0","1","0","0","0","0","1","1","0","1","0","1","0","0","Secondary","LUZP1","0"
"499","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","MYO7A","1"
"500","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","USH1C","0"
"501","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","CDH23","0"
"502","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","PCDH15","1"
"503","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","USH1G","1"
"504","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","CIB2","1"
"505","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","USH2A","0"
"506","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","ADGRV1","1"
"507","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","PDZD7","1"
"508","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","WHRN","1"
"509","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","CLRN1","1"
"510","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","HARS1","0"
"511","1","1","usher.syndrome","0","0","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","ARSG","2"
